,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L),WQI
600,2005-04-04,0.013,118.5,11.149999999999999,320.0,0.117,0.002,7.55,9.6,0.341,0.012,45.46209205648224
601,2005-04-04,0.013,118.0,11.2,320.0,0.115,0.002,7.5,9.6,0.365,0.01285,45.169546007006694
602,2005-04-04,0.013,118.5,11.149999999999999,320.0,0.113,0.002,7.55,9.6,0.389,0.0137,44.871260102301385
603,2005-04-04,0.013,119.0,11.1,320.0,0.115,0.002,7.6,9.6,0.365,0.01285,45.163806151776924
607,2005-05-02,0.013,123.0,10.6,12.0,0.044,0.002,8.4,13.8,0.341,0.016,24.920509256655407
608,2005-05-02,0.018,114.0,10.7,12.0,0.047,0.002,8.5,14.1,0.321,0.0162,27.37443492956741
609,2005-05-02,0.023,123.0,10.6,12.0,0.05,0.002,8.4,13.8,0.301,0.0164,29.763996067482687
610,2005-05-02,0.018,132.0,10.5,12.0,0.047,0.002,8.3,13.5,0.321,0.0162,27.310070394570683
614,2005-06-06,0.016,257.3333333333333,9.200000000000001,20.0,0.036,0.002,7.533333333333334,16.866666666666664,0.331,0.013,22.515009341672954
615,2005-06-06,0.016,257.3333333333333,9.200000000000001,29.0,0.035,0.002,7.533333333333334,16.866666666666664,0.282,0.0126,21.993673393402098
616,2005-06-06,0.017333333333333336,246.0,9.2,24.5,0.03566666666666667,0.002,7.6,16.9,0.3113333333333333,0.014899999999999998,23.350385363046044
617,2005-06-06,0.017333333333333336,246.0,9.3,24.5,0.03566666666666667,0.002,7.5,16.9,0.3113333333333333,0.014899999999999998,23.35615859861221
618,2005-06-06,0.02,257.3333333333333,9.200000000000001,24.5,0.036,0.002,7.533333333333334,16.866666666666664,0.321,0.0191,25.529160994930518
619,2005-06-06,0.017333333333333336,280.0,9.1,24.5,0.03566666666666667,0.002,7.5,16.8,0.3113333333333333,0.014899999999999998,23.33129976834733
623,2005-07-05,0.02,132.5,8.399999999999999,9.0,0.031,0.002,7.75,19.55,0.267,0.0105,21.41810304811028
624,2005-07-05,0.0195,129.0,8.6,9.0,0.031,0.002,7.7,19.6,0.279,0.0114,21.584039848759616
625,2005-07-05,0.019,132.5,8.399999999999999,9.0,0.031,0.002,7.75,19.55,0.291,0.0123,21.708511974741544
626,2005-07-05,0.0195,136.0,8.2,9.0,0.031,0.002,7.8,19.5,0.279,0.0114,21.542575174092203
630,2005-08-01,0.01,160.66666666666666,8.466666666666667,5.0,0.02,0.002,7.833333333333333,22.600000000000005,0.24,0.0117,15.610762620037992
631,2005-08-01,0.01,160.66666666666666,8.466666666666667,5.0,0.02,0.002,7.833333333333333,22.600000000000005,0.264,0.0148,16.592144510033318
632,2005-08-01,0.01,157.0,8.5,5.0,0.02,0.002,7.8,22.6,0.24866666666666667,0.012566666666666669,15.891012276749882
633,2005-08-01,0.01,156.0,8.5,5.0,0.02,0.002,7.8,22.6,0.24866666666666667,0.012566666666666669,15.890978896413486
634,2005-08-01,0.01,160.66666666666666,8.466666666666667,5.0,0.02,0.002,7.833333333333333,22.600000000000005,0.242,0.0112,15.464723648312496
635,2005-08-01,0.01,169.0,8.4,5.0,0.02,0.002,7.9,22.6,0.24866666666666667,0.012566666666666669,15.885639605220446
641,2005-09-06,0.035,566.0,7.5,22.0,0.025,0.002,7.599999999999999,20.6,0.308,0.021,27.347259657322518
642,2005-09-06,0.035500000000000004,424.0,7.6,22.0,0.0235,0.002,7.6,20.6,0.3695,0.0196,26.759741391205182
643,2005-09-06,0.036,566.0,7.5,22.0,0.022,0.002,7.599999999999999,20.6,0.431,0.0182,26.161840461116427
644,2005-09-06,0.035500000000000004,448.0,7.6,22.0,0.0235,0.002,7.6,20.6,0.3695,0.0196,26.760542519278644
645,2005-09-06,0.035500000000000004,826.0,7.3,22.0,0.0235,0.002,7.6,20.6,0.3695,0.0196,26.743366267174608
649,2005-10-03,0.065,473.6666666666667,7.633333333333333,210.0,0.031,0.0048,7.400000000000001,16.933333333333334,0.242,0.0187,37.17549642975991
650,2005-10-03,0.066,472.0,7.7,210.0,0.028999999999999998,0.0049,7.4,17.0,0.247,0.0194,37.10765521613356
651,2005-10-03,0.067,473.6666666666667,7.633333333333333,210.0,0.027,0.005,7.400000000000001,16.933333333333334,0.252,0.0201,37.01850870769705
652,2005-10-03,0.066,471.0,7.7,210.0,0.028999999999999998,0.0049,7.4,16.9,0.247,0.0194,37.10149075360227
653,2005-10-03,0.066,478.0,7.5,210.0,0.028999999999999998,0.0049,7.4,16.9,0.247,0.0194,37.08186173644962
657,2005-11-07,0.026,119.0,8.65,190.0,0.056,0.0031,7.65,12.2,0.285,0.0119,30.802001952999618
658,2005-11-07,0.025500000000000002,120.0,8.4,190.0,0.052000000000000005,0.0031999999999999997,7.6,12.2,0.2885,0.012400000000000001,29.581939462356097
659,2005-11-07,0.025,119.0,8.65,190.0,0.048,0.0033,7.65,12.2,0.292,0.0129,28.415625013995847
660,2005-11-07,0.025500000000000002,118.0,8.9,190.0,0.052000000000000005,0.0031999999999999997,7.7,12.2,0.2885,0.012400000000000001,29.635687504639375
661,2005-12-05,0.026,114.0,9.2,83.0,0.115,0.0033,7.65,8.5,0.342,0.0115,48.33807962087388
662,2005-12-05,0.0245,114.0,9.3,83.0,0.1145,0.00315,7.6,8.5,0.346,0.01005,47.31601500942105
663,2005-12-05,0.023,114.0,9.2,83.0,0.114,0.003,7.65,8.5,0.35,0.0086,46.278245822648316
664,2005-12-05,0.0245,114.0,9.1,83.0,0.1145,0.00315,7.7,8.5,0.346,0.01005,47.30031043410117
665,2006-01-03,0.021,123.5,9.350000000000001,46.0,0.19,0.0062,7.4,8.2,0.351,0.0163,70.84367408458054
666,2006-01-03,0.021,107.0,9.4,46.0,0.194,0.00645,7.4,8.2,0.377,0.0184,72.7379167238758
667,2006-01-03,0.021,123.5,9.350000000000001,46.0,0.198,0.0067,7.4,8.2,0.403,0.0205,74.62332957451832
668,2006-01-03,0.021,140.0,9.3,46.0,0.194,0.00645,7.4,8.2,0.377,0.0184,72.72908693522311
669,2006-02-06,0.01,111.5,10.8,65.0,0.274,0.0095,8.149999999999999,7.5,0.445,0.0195,94.10667815042743
670,2006-02-06,0.01,106.0,10.8,65.0,0.2745,0.0095,8.1,7.5,0.47,0.02195,95.04282021337103
671,2006-02-06,0.01,111.5,10.8,65.0,0.275,0.0095,8.149999999999999,7.5,0.495,0.0244,95.98348756420252
672,2006-02-06,0.01,117.0,10.8,65.0,0.2745,0.0095,8.2,7.5,0.47,0.02195,95.0473455012589
673,2006-03-06,0.01,113.5,11.25,18.0,0.251,0.0041,7.35,7.25,0.459,0.0176,86.5788789005471
674,2006-03-06,0.01,111.0,11.2,18.0,0.249,0.00385,7.3,7.3,0.4515,0.01735,85.880213193886
675,2006-03-06,0.01,113.5,11.25,18.0,0.247,0.0036,7.35,7.25,0.444,0.0171,85.18967275065323
676,2006-03-06,0.01,116.0,11.3,18.0,0.249,0.00385,7.4,7.2,0.4515,0.01735,85.88833845731433
680,2006-04-03,0.01,186.0,12.45,15.0,0.15,0.002,8.350000000000001,9.3,0.38,0.0146,55.43320294492982
681,2006-04-03,0.01,173.0,12.4,15.0,0.1515,0.002,8.3,9.3,0.3775,0.015200000000000002,56.05139695887858
682,2006-04-03,0.01,186.0,12.45,15.0,0.153,0.002,8.350000000000001,9.3,0.375,0.0158,56.68454830551484
683,2006-04-03,0.01,199.0,12.5,15.0,0.1515,0.002,8.4,9.3,0.3775,0.015200000000000002,56.06635429156607
688,2006-05-01,0.011,159.0,11.350000000000001,79.0,0.098,0.002,8.45,11.850000000000001,0.4,0.0125,39.58337013103572
689,2006-05-01,0.010499999999999999,166.0,11.4,79.0,0.0985,0.002,8.5,11.9,0.39,0.0125,39.57285134621205
690,2006-05-01,0.01,159.0,11.350000000000001,79.0,0.099,0.002,8.45,11.850000000000001,0.38,0.0125,39.54164471054273
691,2006-05-01,0.010499999999999999,152.0,11.3,79.0,0.0985,0.002,8.4,11.8,0.39,0.0125,39.55216349536639
697,2006-06-05,0.011,132.5,9.4,33.0,0.02,0.002,8.75,16.700000000000003,0.269,0.0119,15.804522062612401
698,2006-06-05,0.0135,129.0,9.4,33.0,0.02,0.002,8.8,16.8,0.275,0.0126,16.78648668003026
699,2006-06-05,0.016,132.5,9.4,33.0,0.02,0.002,8.75,16.700000000000003,0.281,0.0133,17.752264691225577
700,2006-06-05,0.0135,136.0,9.4,33.0,0.02,0.002,8.7,16.6,0.275,0.0126,16.770300073807707
705,2006-07-06,0.01,211.0,7.95,27.0,0.02,0.002,7.8,20.5,0.301,0.0177,17.36441928423738
706,2006-07-06,0.01,194.0,8.0,27.0,0.02,0.002,7.8,20.5,0.2885,0.01615,16.87708340788554
707,2006-07-06,0.01,211.0,7.95,27.0,0.02,0.002,7.8,20.5,0.276,0.0146,16.3809511232174
708,2006-07-06,0.01,228.0,7.9,27.0,0.02,0.002,7.8,20.5,0.2885,0.01615,16.868286999569243
712,2006-08-07,0.01,477.0,7.866666666666667,26.0,0.02,0.002,7.3,21.666666666666668,0.284,0.013,15.968141430523392
713,2006-08-07,0.01,479.0,7.9,26.0,0.02,0.002,7.3,21.8,0.26849999999999996,0.013649999999999999,16.14263118106576
714,2006-08-07,0.01,473.0,7.9,26.0,0.02,0.002,7.3,21.6,0.26849999999999996,0.013649999999999999,16.130168734657616
715,2006-08-07,0.01,477.0,7.866666666666667,26.0,0.02,0.002,7.3,21.666666666666668,0.253,0.0143,16.29401696457371
716,2006-08-07,0.01,479.0,7.8,26.0,0.02,0.002,7.3,21.6,0.26849999999999996,0.013649999999999999,16.120437676922275
720,2006-09-06,0.02,1147.3333333333333,7.933333333333334,18.0,0.023,0.002,7.5,20.46666666666667,0.232,0.012,19.427153005866217
721,2006-09-06,0.0225,470.0,8.4,18.0,0.0245,0.002,7.6,20.6,0.2465,0.01205,20.710186715413023
722,2006-09-06,0.025,1147.3333333333333,7.933333333333334,18.0,0.026,0.002,7.5,20.46666666666667,0.261,0.0121,21.92108138873274
723,2006-09-06,0.0225,502.0,7.9,18.0,0.0245,0.002,7.5,20.5,0.2465,0.01205,20.65130900102669
724,2006-09-06,0.0225,2470.0,7.5,18.0,0.0245,0.002,7.4,20.3,0.2465,0.01205,20.660855875458726
729,2006-10-02,0.01,624.0,8.233333333333334,22.0,0.02,0.0022,7.599999999999999,18.1,0.306,0.017,17.052596392306707
730,2006-10-02,0.010499999999999999,625.0,8.3,22.0,0.027500000000000004,0.0022,7.6,18.1,0.2975,0.01805,19.760345761426503
731,2006-10-02,0.010499999999999999,625.0,8.3,22.0,0.027500000000000004,0.0022,7.6,18.1,0.2975,0.01805,19.760345761426503
732,2006-10-02,0.011,624.0,8.233333333333334,22.0,0.035,0.0022,7.599999999999999,18.1,0.289,0.0191,22.45478658353523
733,2006-10-02,0.010499999999999999,622.0,8.1,22.0,0.027500000000000004,0.0022,7.6,18.1,0.2975,0.01805,19.74038294090991
737,2006-11-07,0.023,119.0,9.2,550.0,0.073,0.0043,7.5,13.0,0.269,0.0141,35.80667165841085
738,2006-11-07,0.0235,119.0,9.3,550.0,0.079,0.00445,7.5,13.0,0.2565,0.0143,37.80516143310398
739,2006-11-07,0.024,119.0,9.2,550.0,0.085,0.0046,7.5,13.0,0.244,0.0145,39.783788528289705
740,2006-11-07,0.0235,119.0,9.1,550.0,0.079,0.00445,7.5,13.0,0.2565,0.0143,37.78529875359657
741,2006-12-04,0.017,151.5,10.25,56.0,0.17,0.004,7.3,8.0,0.362,0.0169,63.885831845065795
742,2006-12-04,0.0155,108.0,10.3,56.0,0.17,0.00395,7.3,8.0,0.3535,0.01555,63.014805692028546
743,2006-12-04,0.014,151.5,10.25,56.0,0.17,0.0039,7.3,8.0,0.345,0.0142,62.136752288503885
744,2006-12-04,0.0155,195.0,10.2,56.0,0.17,0.00395,7.3,8.0,0.3535,0.01555,63.00777844154115
745,2007-01-03,0.015,102.8,10.2,240.0,0.228,0.0071,7.4,7.5,0.423,0.0193,81.59229381763332
746,2007-01-03,0.013999999999999999,99.6,10.2,240.0,0.228,0.00725,7.4,7.5,0.418,0.01935,81.29815630742681
747,2007-01-03,0.013,102.8,10.2,240.0,0.228,0.0074,7.4,7.5,0.413,0.0194,81.00423243137321
748,2007-01-03,0.013999999999999999,106.0,10.2,240.0,0.228,0.00725,7.4,7.5,0.418,0.01935,81.29836994157974
749,2007-02-13,0.01,130.5,11.25,24.0,0.209,0.002,7.7,7.05,0.422,0.0145,72.93122050882401
750,2007-02-13,0.01,125.0,11.3,24.0,0.2065,0.002,7.7,7.1,0.41400000000000003,0.014350000000000002,72.12625693674453
751,2007-02-13,0.01,130.5,11.25,24.0,0.204,0.002,7.7,7.05,0.406,0.0142,71.30559812641678
752,2007-02-13,0.01,136.0,11.2,24.0,0.2065,0.002,7.7,7.0,0.41400000000000003,0.014350000000000002,72.11056169849627
753,2007-03-12,0.01,118.5,11.3,210.0,0.175,0.002,7.95,7.9,0.414,0.0202,64.51029368307157
754,2007-03-12,0.01,113.0,11.3,210.0,0.175,0.002,8.0,7.9,0.4215,0.022600000000000002,65.24885144211906
755,2007-03-12,0.01,118.5,11.3,210.0,0.175,0.002,7.95,7.9,0.429,0.025,65.98361828067935
756,2007-03-12,0.01,124.0,11.3,210.0,0.175,0.002,7.9,7.9,0.4215,0.022600000000000002,65.24506052163186
761,2007-04-10,0.019,108.5,11.25,21.0,0.131,0.0071,8.6,10.4,0.372,0.0182,53.51215485653724
762,2007-04-10,0.0155,108.0,11.2,21.0,0.13,0.00685,8.6,10.4,0.373,0.01745,51.929033642606
763,2007-04-10,0.012,108.5,11.25,21.0,0.129,0.0066,8.6,10.4,0.374,0.0167,50.355877148764854
764,2007-04-10,0.0155,109.0,11.3,21.0,0.13,0.00685,8.6,10.4,0.373,0.01745,51.938998362696104
770,2007-05-14,0.01,175.0,9.45,68.0,0.05,0.002,8.0,13.6,0.308,0.0151,25.350412565254334
771,2007-05-14,0.011,170.0,9.3,68.0,0.0495,0.002,8.0,13.6,0.321,0.017,26.083485443381267
772,2007-05-14,0.012,175.0,9.45,68.0,0.049,0.002,8.0,13.6,0.334,0.0189,26.846686144133265
773,2007-05-14,0.011,180.0,9.6,68.0,0.0495,0.002,8.0,13.6,0.321,0.017,26.113613266006325
777,2007-06-11,0.099,142.0,8.3,38.0,0.028,0.002,7.75,17.45,0.478,0.032,51.01596486159979
778,2007-06-11,0.10700000000000001,132.0,8.4,38.0,0.0275,0.002,7.8,17.5,0.4415,0.027950000000000003,51.991017543827134
779,2007-06-11,0.115,142.0,8.3,38.0,0.027,0.002,7.75,17.45,0.405,0.0239,52.93658596689251
780,2007-06-11,0.10700000000000001,152.0,8.2,38.0,0.0275,0.002,7.7,17.4,0.4415,0.027950000000000003,51.96153328466518
784,2007-07-09,0.01,337.0,8.25,12.0,0.02,0.002,7.699999999999999,20.799999999999997,0.223,0.0096,14.814026087696252
785,2007-07-09,0.01,250.0,8.3,12.0,0.02,0.002,7.8,21.2,0.263,0.01405,16.26510341485556
786,2007-07-09,0.01,337.0,8.25,12.0,0.02,0.002,7.699999999999999,20.799999999999997,0.303,0.0185,17.654692714859593
787,2007-07-09,0.01,424.0,8.2,12.0,0.02,0.002,7.6,20.4,0.263,0.01405,16.203615387700285
792,2007-08-13,0.011,361.5,7.550000000000001,31.0,0.02,0.0032,7.45,20.7,0.252,0.0135,16.278925167208676
793,2007-08-13,0.011,348.0,7.7,31.0,0.02,0.0034000000000000002,7.5,20.7,0.26949999999999996,0.01575,17.010315533530026
794,2007-08-13,0.011,361.5,7.550000000000001,31.0,0.02,0.0036,7.45,20.7,0.287,0.018,17.70865504548537
795,2007-08-13,0.011,375.0,7.4,31.0,0.02,0.0034000000000000002,7.4,20.7,0.26949999999999996,0.01575,16.97726467916402
799,2007-09-10,0.016,374.5,5.225,19.0,0.047,0.0032,7.2,20.25,0.259,0.0159,26.357648282832187
800,2007-09-10,0.016,315.0,5.3,19.0,0.0345,0.0032,7.2,20.3,0.2675,0.016300000000000002,22.748790869088936
801,2007-09-10,0.016,310.0,5.3,19.0,0.0345,0.0032,7.2,20.2,0.2675,0.016300000000000002,22.742492885212073
802,2007-09-10,0.016,374.5,5.225,19.0,0.022,0.0032,7.2,20.25,0.276,0.0167,19.12287762355116
803,2007-09-10,0.016,320.0,5.3,19.0,0.0345,0.0032,7.2,20.2,0.2675,0.016300000000000002,22.742826688576017
804,2007-09-10,0.016,553.0,5.0,19.0,0.0345,0.0032,7.2,20.3,0.2675,0.016300000000000002,22.726941369889687
810,2007-10-01,0.032,340.5,7.75,230.0,0.035,0.0101,7.4,17.0,0.268,0.0218,29.526998371100603
811,2007-10-01,0.03,342.0,7.8,230.0,0.032,0.00935,7.4,17.0,0.274,0.0212,27.85315009252576
812,2007-10-01,0.028,340.5,7.75,230.0,0.029,0.0086,7.4,17.0,0.28,0.0206,26.169270333188017
813,2007-10-01,0.03,339.0,7.7,230.0,0.032,0.00935,7.4,17.0,0.274,0.0212,27.843118611762876
817,2007-11-13,0.026,134.0,9.5,42.0,0.039,0.0028,7.75,11.3,0.279,0.0131,26.048694379851344
818,2007-11-13,0.0265,128.0,9.5,42.0,0.04,0.0029,7.7,11.3,0.29200000000000004,0.014450000000000001,26.930943889686187
819,2007-11-13,0.027,134.0,9.5,42.0,0.041,0.003,7.75,11.3,0.305,0.0158,27.817752067745307
820,2007-11-13,0.0265,140.0,9.5,42.0,0.04,0.0029,7.8,11.3,0.29200000000000004,0.014450000000000001,26.935502557910457
821,2007-12-10,0.02,109.66666666666667,9.966666666666667,30.0,0.144,0.0059,7.566666666666666,8.2,0.343,0.0121,55.50679404497596
822,2007-12-10,0.0205,107.0,10.3,30.0,0.143,0.0056500000000000005,7.5,8.2,0.3375,0.012549999999999999,55.50753755484435
823,2007-12-10,0.0205,111.0,9.9,30.0,0.143,0.0056500000000000005,7.6,8.2,0.3375,0.012549999999999999,55.47210382136264
824,2007-12-10,0.021,109.66666666666667,9.966666666666667,30.0,0.142,0.0054,7.566666666666666,8.2,0.332,0.013,55.44779430039886
825,2007-12-10,0.0205,111.0,9.7,30.0,0.143,0.0056500000000000005,7.6,8.2,0.3375,0.012549999999999999,55.452241141855225
826,2008-01-15,0.01,102.5,10.8,58.0,0.203,0.009,7.4,6.7,0.397,0.0161,71.56736668083892
827,2008-01-15,0.010499999999999999,101.0,10.8,58.0,0.203,0.0091,7.4,6.7,0.3905,0.016,71.67512675180413
828,2008-01-15,0.011,102.5,10.8,58.0,0.203,0.0092,7.4,6.7,0.384,0.0159,71.78298696377854
829,2008-01-15,0.010499999999999999,104.0,10.8,58.0,0.203,0.0091,7.4,6.7,0.3905,0.016,71.6752268928133
830,2008-02-11,0.01,103.0,11.8,32.0,0.205,0.0072,7.7,6.1,0.329,0.0174,72.46599782083942
831,2008-02-11,0.011,102.0,11.8,32.0,0.20400000000000001,0.0072,7.7,6.1,0.352,0.0173,72.48390637131503
832,2008-02-11,0.012,103.0,11.8,32.0,0.203,0.0072,7.7,6.1,0.375,0.0172,72.50188168246342
833,2008-02-11,0.011,104.0,11.8,32.0,0.20400000000000001,0.0072,7.7,6.1,0.352,0.0173,72.48397313198782
834,2008-03-10,0.01,104.0,12.8,15.0,0.122,0.0148,7.85,7.75,0.345,0.0156,47.31877851192868
835,2008-03-10,0.012,103.0,12.9,15.0,0.122,0.008450000000000001,7.8,7.8,0.33799999999999997,0.0153,47.749470761013825
836,2008-03-10,0.014,104.0,12.8,15.0,0.122,0.0021,7.85,7.75,0.331,0.015,48.158394113256996
837,2008-03-10,0.012,105.0,12.7,15.0,0.122,0.008450000000000001,7.9,7.7,0.33799999999999997,0.0153,47.72770186417185
841,2008-04-14,0.01,104.5,13.1,18.0,0.058,0.002,8.8,9.3,0.287,0.0115,26.749989023000385
842,2008-04-14,0.01,104.0,13.2,18.0,0.0575,0.002,8.8,9.4,0.2845,0.011949999999999999,26.74579792584167
843,2008-04-14,0.01,104.5,13.1,18.0,0.057,0.002,8.8,9.3,0.282,0.0124,26.70951536512218
844,2008-04-14,0.01,105.0,13.0,18.0,0.0575,0.002,8.8,9.2,0.2845,0.011949999999999999,26.71370646228088
849,2008-05-12,0.01,149.5,11.05,15.0,0.055,0.002,7.7,11.6,0.266,0.0096,25.126795367593935
850,2008-05-12,0.01,147.0,11.1,15.0,0.055,0.002,7.7,11.6,0.27649999999999997,0.009899999999999999,25.243710340653504
851,2008-05-12,0.01,149.5,11.05,15.0,0.055,0.002,7.7,11.6,0.287,0.0102,25.35086087564134
852,2008-05-12,0.01,152.0,11.0,15.0,0.055,0.002,7.7,11.6,0.27649999999999997,0.009899999999999999,25.23394590258177
857,2008-06-10,0.01,145.66666666666666,9.9,25.0,0.034,0.002,7.8,13.4,0.265,0.0136,20.01934525847182
858,2008-06-10,0.01,134.0,10.0,25.0,0.0335,0.002,7.8,13.4,0.271,0.014700000000000001,20.221658603645245
859,2008-06-10,0.01,149.0,10.0,25.0,0.0335,0.002,7.8,13.4,0.271,0.014700000000000001,20.22215930869116
860,2008-06-10,0.01,145.66666666666666,9.9,25.0,0.033,0.002,7.8,13.4,0.277,0.0158,20.40488814382713
861,2008-06-10,0.01,154.0,9.7,25.0,0.0335,0.002,7.8,13.4,0.271,0.014700000000000001,20.19253219111202
865,2008-07-14,0.019,191.0,8.75,12.0,0.02,0.002,7.65,20.5,0.22,0.0113,18.04660454037942
866,2008-07-14,0.0195,176.0,8.8,12.0,0.02,0.002,7.7,20.8,0.2205,0.011949999999999999,18.418071421083145
867,2008-07-14,0.02,191.0,8.75,12.0,0.02,0.002,7.65,20.5,0.221,0.0126,18.739663774768125
868,2008-07-14,0.0195,206.0,8.7,12.0,0.02,0.002,7.6,20.2,0.2205,0.011949999999999999,18.368196894064397
872,2008-08-11,0.01,256.0,8.1,47.0,0.02,0.002,7.4,20.45,0.243,0.0121,15.561044600798287
873,2008-08-11,0.0115,239.0,8.2,47.0,0.02,0.002,7.4,20.5,0.236,0.01175,15.904356600440208
874,2008-08-11,0.013,256.0,8.1,47.0,0.02,0.002,7.4,20.45,0.229,0.0114,16.222809769817243
875,2008-08-11,0.0115,273.0,8.0,47.0,0.02,0.002,7.4,20.4,0.236,0.01175,15.879497770175318
879,2008-09-10,0.01,302.3333333333333,8.166666666666666,12.0,0.02,0.002,7.3999999999999995,19.266666666666666,0.192,0.0127,15.564745530328487
880,2008-09-10,0.01,267.0,8.3,12.0,0.02,0.002,7.5,19.3,0.1975,0.012799999999999999,15.624526469757193
881,2008-09-10,0.01,302.3333333333333,8.166666666666666,12.0,0.02,0.002,7.3999999999999995,19.266666666666666,0.203,0.0129,15.647779117109554
882,2008-09-10,0.01,265.0,8.2,12.0,0.02,0.002,7.4,19.3,0.1975,0.012799999999999999,15.610370265143157
883,2008-09-10,0.01,375.0,8.0,12.0,0.02,0.002,7.3,19.2,0.1975,0.012799999999999999,15.583890236256707
889,2008-10-13,0.045,343.5,8.0,21.0,0.034,0.0065,7.2,15.6,0.274,0.0174,31.675795417965794
890,2008-10-13,0.041999999999999996,343.0,7.9,21.0,0.0335,0.0062,7.2,15.6,0.2575,0.0172,30.516253637873096
891,2008-10-13,0.039,343.5,8.0,21.0,0.033,0.0059,7.2,15.6,0.241,0.017,29.37660791762419
892,2008-10-13,0.041999999999999996,344.0,8.1,21.0,0.0335,0.0062,7.2,15.6,0.2575,0.0172,30.536149697716898
896,2008-11-12,0.019,110.5,8.850000000000001,25.0,0.052,0.0029,7.3,12.5,0.259,0.0129,27.73734528260111
897,2008-11-12,0.019,110.0,8.9,25.0,0.05,0.00285,7.3,12.5,0.2405,0.0126,27.012124438934592
898,2008-11-12,0.019,110.5,8.850000000000001,25.0,0.048,0.0028,7.3,12.5,0.222,0.0123,26.277005635850752
899,2008-11-12,0.019,111.0,8.8,25.0,0.05,0.00285,7.3,12.5,0.2405,0.0126,27.00222647951728
900,2008-12-08,0.01,144.0,9.5,52.0,0.089,0.0021,7.35,10.1,0.243,0.0122,35.82095580203289
901,2008-12-08,0.01,114.0,9.4,52.0,0.0885,0.0024000000000000002,7.3,10.1,0.248,0.0119,35.58164200950776
902,2008-12-08,0.01,144.0,9.5,52.0,0.088,0.0027,7.35,10.1,0.253,0.0116,35.368351820861236
903,2008-12-08,0.01,174.0,9.6,52.0,0.0885,0.0024000000000000002,7.4,10.1,0.248,0.0119,35.607665613386374
905,2009-01-13,0.005,116.0,10.533333333333333,18.0,0.162,0.0081,7.366666666666667,7.400000000000001,0.293,0.0156,57.37881344003224
906,2009-01-13,0.005,106.0,10.6,18.0,0.161,0.0079,7.3,7.4,0.292,0.016,57.197584988604284
907,2009-01-13,0.005,106.0,10.5,18.0,0.161,0.0079,7.4,7.4,0.292,0.016,57.19181175303812
908,2009-01-13,0.005,116.0,10.533333333333333,18.0,0.16,0.0077,7.366666666666667,7.400000000000001,0.291,0.0164,57.00932649648265
909,2009-01-13,0.005,136.0,10.5,18.0,0.161,0.0079,7.4,7.4,0.292,0.016,57.19281316312995
910,2009-02-09,0.006,106.25,11.649999999999999,25.0,0.152,0.0041,7.4,6.2,0.292,0.0136,54.06354762041953
911,2009-02-09,0.0055,99.5,11.7,25.0,0.151,0.00405,7.4,6.2,0.2975,0.0144,53.86886549832148
912,2009-02-09,0.005,106.25,11.649999999999999,25.0,0.15,0.004,7.4,6.2,0.303,0.0152,53.66470267101105
913,2009-02-09,0.0055,113.0,11.6,25.0,0.151,0.00405,7.4,6.2,0.2975,0.0144,53.8593847931091
914,2009-03-09,0.005,107.5,11.9,5.0,0.104,0.002,7.7,6.9,0.306,0.0185,40.895829504897556
915,2009-03-09,0.005,103.0,11.9,5.0,0.1035,0.002,7.7,6.9,0.3005,0.0169,40.25331644489407
916,2009-03-09,0.005,107.5,11.9,5.0,0.103,0.002,7.7,6.9,0.295,0.0153,39.61110380791813
917,2009-03-09,0.005,112.0,11.9,5.0,0.1035,0.002,7.7,6.9,0.3005,0.0169,40.253616867921615
918,2009-03-23,0.005,112.5,12.25,57.0,0.072,0.002,8.1,7.4,0.285,0.0185,31.329267091041316
919,2009-03-23,0.005,112.0,12.1,57.0,0.072,0.002,8.1,7.4,0.2895,0.01885,31.428889670495842
920,2009-03-23,0.005,112.5,12.25,57.0,0.072,0.002,8.1,7.4,0.294,0.0192,31.558339649547882
921,2009-03-23,0.005,113.0,12.4,57.0,0.072,0.002,8.1,7.4,0.2895,0.01885,31.458717070093357
922,2009-04-13,0.013,100.8,12.4,23.0,0.068,0.002,8.2,9.0,0.297,0.0144,31.43541731989177
923,2009-04-13,0.013,99.6,12.4,23.0,0.066,0.002,8.2,9.0,0.3,0.0146,30.900874626972787
924,2009-04-13,0.013,100.8,12.4,23.0,0.064,0.002,8.2,9.0,0.303,0.0148,30.366412046861146
925,2009-04-13,0.013,102.0,12.4,23.0,0.066,0.002,8.2,9.0,0.3,0.0146,30.900954739780133
926,2009-04-27,0.007,132.5,11.75,4.0,0.058,0.0023,8.0,11.2,0.303,0.0153,26.975092372368355
927,2009-04-27,0.0105,107.0,12.0,4.0,0.0615,0.00215,8.2,11.5,0.311,0.015349999999999999,29.158648952390816
928,2009-04-27,0.014,132.5,11.75,4.0,0.065,0.002,8.0,11.2,0.319,0.0154,31.240832320881374
929,2009-04-27,0.0105,158.0,11.5,4.0,0.0615,0.00215,7.8,10.9,0.311,0.015349999999999999,29.057275740858913
930,2009-05-11,0.008,110.0,10.850000000000001,8.0,0.04,0.0022,7.8,11.75,0.231,0.014,21.261868755339982
