collectdate,Ammonia_Nitrogen,Conductivity,Dissolved_Oxygen,Fecal_Coliform,Nitrate_Nitrite,Orthophosphate_Phosphate,pH,Temperature,Total_Nitrogen,Total_Phosphorous,WQI
2006-04-04,0.01,104.954545454545,12.5181818181818,0,0.44,0.002,8.63181818181818,7.85454545454546,0.701,0.017,143.871278912658
2006-04-04,0.0123333333333333,105,13,0,0.4345,0.0020333333333333,8.9,8,0.669,0.0154666666666666,142.460852309492
2006-04-04,0.0123333333333333,105,12.7,0,0.4345,0.0020333333333333,8.7,7.8,0.669,0.0154666666666666,142.410479917466
2006-04-04,0.0123333333333333,105,12.5,0,0.4345,0.0020333333333333,8.7,7.7,0.669,0.0154666666666666,142.384486155764
2006-04-04,0.0123333333333333,105,12.3,0,0.4345,0.0020333333333333,8.4,7.5,0.669,0.0154666666666666,142.339886999304
2006-04-04,0.0123333333333333,105,12.2,0,0.4345,0.0020333333333333,8.3,7.4,0.669,0.0154666666666666,142.319666473168
2006-04-04,0.01,104.954545454545,12.5181818181818,0,0.442,0.002,8.63181818181818,7.85454545454546,0.699,0.0142,143.626767948569
2006-04-04,0.0123333333333333,105,12,0,0.4345,0.0020333333333333,8.2,7.2,0.669,0.0154666666666666,142.283383525083
2006-04-04,0.0123333333333333,105,11.9,0,0.4345,0.0020333333333333,8.1,7.2,0.669,0.0154666666666666,142.269294081142
2006-04-04,0.0123333333333333,105,11.6,0,0.4345,0.0020333333333333,8,7,0.669,0.0154666666666666,142.223079793303
2006-04-04,0.0123333333333333,105,10.9,0,0.4345,0.0020333333333333,7.8,6.9,0.669,0.0154666666666666,142.139113124457
2006-04-04,0.0123333333333333,105,10.8,0,0.4345,0.0020333333333333,7.7,6.8,0.669,0.0154666666666666,142.118892598321
2006-04-04,0.015,104.954545454545,12.5181818181818,0,0.481,0.002,8.63181818181818,7.85454545454546,0.707,0.0158,157.342748173027
2006-04-04,0.0123333333333333,104,10.7,0,0.4345,0.0020333333333333,7.7,6.8,0.669,0.0154666666666666,142.108927878231
2006-04-04,0.0123333333333333,105,10.6,0,0.4345,0.0020333333333333,7.7,6.8,0.669,0.0154666666666666,142.099029918814
2006-04-04,0.019,104.954545454545,12.5181818181818,0,0.479,0.0022,8.63181818181818,7.85454545454546,0.723,0.0196,159.120985453429
2006-04-04,0.0123333333333333,105,10.4,0,0.4345,0.0020333333333333,7.6,6.8,0.669,0.0154666666666666,142.075009135119
2006-05-03,0.01,104.181818181818,10.6545454545455,2,0.348,0.002,8.60454545454545,9.94545454545454,0.51,0.0052,112.231172043263
2006-05-03,0.0166666666666666,105,10.3,2,0.369,0.002,9.2,12.9,0.5485,0.01035,122.341097260003
2006-05-03,0.0166666666666666,105,10.5,2,0.369,0.002,9.2,12.7,0.5485,0.01035,122.348697775121
2006-05-03,0.0166666666666666,105,10.6,2,0.369,0.002,9.3,12.7,0.5485,0.01035,122.362787219062
2006-05-03,0.0166666666666666,105,10.8,2,0.369,0.002,9.3,12.6,0.5485,0.01035,122.376518816375
2006-05-03,0.0166666666666666,105,10.8,2,0.369,0.002,9.3,12.5,0.5485,0.01035,122.37038773418
2006-05-03,0.01,104.181818181818,10.6545454545455,2,0.347,0.002,8.60454545454545,9.94545454545454,0.545,0.0062,112.304191529126
2006-05-03,0.0166666666666666,105,10.9,2,0.369,0.002,9.3,12.4,0.5485,0.01035,122.374187991739
2006-05-03,0.0166666666666666,105,11,2,0.369,0.002,9.3,12.4,0.5485,0.01035,122.384119331492
2006-05-03,0.0166666666666666,104,11.1,2,0.369,0.002,9.3,12.2,0.5485,0.01035,122.38175512652
2006-05-03,0.0166666666666666,104,11.4,2,0.369,0.002,9.2,10.5,0.5485,0.01035,122.30316264428
2006-05-03,0.01,104.181818181818,10.6545454545455,2,0.362,0.002,8.60454545454545,9.94545454545454,0.481,0.0061,116.646973294037
2006-05-03,0.0166666666666666,103,11.7,2,0.369,0.002,9.2,9.7,0.5485,0.01035,122.283874625646
2006-05-03,0.0166666666666666,104,11.6,2,0.369,0.002,9.1,9.3,0.5485,0.01035,122.245294233261
2006-05-03,0.0166666666666666,103,11.8,2,0.369,0.002,9.1,9,0.5485,0.01035,122.246730285848
2006-05-03,0.0166666666666666,104,11.6,2,0.369,0.002,8.8,8.8,0.5485,0.01035,122.202164509724
2006-05-03,0.0166666666666666,104,11.2,2,0.369,0.002,8.2,8.6,0.5485,0.01035,122.125228361195
2006-05-03,0.0166666666666666,104,11.2,2,0.369,0.002,8.1,8.3,0.5485,0.01035,122.102677010422
2006-05-03,0.011,104.181818181818,10.6545454545455,2,0.401,0.002,8.60454545454545,9.94545454545454,0.549,0.0103,130.067537541406
2006-05-03,0.0166666666666666,103,11.2,2,0.369,0.002,8.1,8.1,0.5485,0.01035,122.090381465696
2006-05-03,0.0166666666666666,104,10.7,2,0.369,0.002,7.8,8,0.5485,0.01035,122.022152752507
2006-05-03,0.0166666666666666,104,10,2,0.369,0.002,7.6,7.9,0.5485,0.01035,121.938186083661
2006-05-03,0.0166666666666666,104,9.6,2,0.369,0.002,7.6,7.7,0.5485,0.01035,121.886198560256
2006-05-03,0.0166666666666666,104,9,2,0.369,0.002,7.5,7.5,0.5485,0.01035,121.810190253156
2006-05-03,0.026,104.181818181818,10.6545454545455,2,0.385,0.002,8.60454545454545,9.94545454545454,0.653,0.0189,132.567724737346
2006-05-03,0.0166666666666666,104,8.8,2,0.369,0.002,7.4,7.5,0.5485,0.01035,121.786169469462
2006-05-03,0.0166666666666666,104,8.6,2,0.369,0.002,7.4,7.5,0.5485,0.01035,121.766306789954
2006-05-03,0.033,104.181818181818,10.6545454545455,2,0.371,0.002,8.60454545454545,9.94545454545454,0.553,0.0154,129.20465584561
2006-06-06,0.01,109.272727272727,9.25454545454545,0,0.292,0.002,7.87272727272727,12.1727272727273,0.489,0.006,95.5709368875298
2006-06-06,0.01,110,9.8,0,0.357166666666667,0.0021166666666666,8.4,18.9,0.538666666666667,0.0084,116.463113941105
2006-06-06,0.01,109,10,0,0.357166666666667,0.0021166666666666,8.5,18.1,0.538666666666667,0.0084,116.438052686905
2006-06-06,0.01,110,9.8,0,0.357166666666667,0.0021166666666666,8.5,18.1,0.538666666666667,0.0084,116.418223387734
2006-06-06,0.01,110,9.9,0,0.357166666666667,0.0021166666666666,8.5,17.9,0.538666666666667,0.0084,116.415892563098
2006-06-06,0.01,110,10.1,0,0.357166666666667,0.0021166666666666,8.6,17.5,0.538666666666667,0.0084,116.415389018013
2006-06-06,0.01,109.272727272727,9.25454545454545,0,0.299,0.002,7.87272727272727,12.1727272727273,0.493,0.0068,97.9225815865153
2006-06-06,0.01,109,10.5,0,0.357166666666667,0.0021166666666666,8.6,16.1,0.538666666666667,0.0084,116.369245845963
2006-06-06,0.01,107,10.5,0,0.357166666666667,0.0021166666666666,8.3,14.5,0.538666666666667,0.0084,116.258607457609
2006-06-06,0.01,109,10.4,0,0.357166666666667,0.0021166666666666,8.4,13.5,0.538666666666667,0.0084,116.191590160767
2006-06-06,0.01,109,10.5,0,0.357166666666667,0.0021166666666666,8.3,12.6,0.538666666666667,0.0084,116.142183656579
2006-06-06,0.01,109.272727272727,9.25454545454545,0,0.36,0.002,7.87272727272727,12.1727272727273,0.552,0.0077,116.641856982289
2006-06-06,0.01,110,10.1,0,0.357166666666667,0.0021166666666666,8.1,12.2,0.538666666666667,0.0084,116.069651140746
2006-06-06,0.01,111,10.2,0,0.357166666666667,0.0021166666666666,8,11.5,0.538666666666667,0.0084,116.032540181285
2006-06-06,0.01,110,10,0,0.357166666666667,0.0021166666666666,7.8,11.1,0.538666666666667,0.0084,115.979803584286
2006-06-06,0.01,110,9.8,0,0.357166666666667,0.0021166666666666,7.6,10.2,0.538666666666667,0.0084,115.89644495665
2006-06-06,0.01,109,9.7,0,0.357166666666667,0.0021166666666666,7.6,9.6,0.538666666666667,0.0084,115.84969374339
2006-06-06,0.01,109.272727272727,9.25454545454545,0,0.397,0.002,7.87272727272727,12.1727272727273,0.561,0.0095,128.317046890435
2006-06-06,0.01,109,9.6,0,0.357166666666667,0.0021166666666666,7.5,9,0.538666666666667,0.0084,115.79881780628
2006-06-06,0.01,110,9.2,0,0.357166666666667,0.0021166666666666,7.3,8.5,0.538666666666667,0.0084,115.720154208252
2006-06-06,0.01,110,9.1,0,0.357166666666667,0.0021166666666666,7.4,8.3,0.538666666666667,0.0084,115.702118808296
2006-06-06,0.01,109,8.8,0,0.357166666666667,0.0021166666666666,7.3,8.2,0.538666666666667,0.0084,115.662002222316
2006-06-06,0.01,109,8.2,0,0.357166666666667,0.0021166666666666,7.3,8.1,0.538666666666667,0.0084,115.596283101599
2006-06-06,0.01,108,6.3,0,0.357166666666667,0.0021166666666666,7.1,8,0.538666666666667,0.0084,115.393106975372
2006-06-06,0.01,109.272727272727,9.25454545454545,0,0.417,0.002,7.87272727272727,12.1727272727273,0.574,0.0079,133.871952120668
2006-06-06,0.01,108,5.8,0,0.357166666666667,0.0021166666666666,7.1,8,0.538666666666667,0.0084,115.343450276603
2006-06-06,0.01,109.272727272727,9.25454545454545,0,0.378,0.0027,7.87272727272727,12.1727272727273,0.563,0.0125,123.522862836462
2006-06-06,0.01,108,5.3,0,0.357166666666667,0.0021166666666666,7,7.9,0.538666666666667,0.0084,115.283504391452
2006-07-05,0.0124999999999999,108,8.8,0,0.278833333333333,0.00315,9.1,22.7,0.490166666666667,0.0132833333333333,95.2220411714139
2006-07-05,0.01,105.047619047619,8.16190476190476,0,0.156,0.002,8.25714285714286,13.9904761904762,0.402,0.0068,54.7910151694306
2006-07-05,0.0124999999999999,108,8.8,0,0.278833333333333,0.00315,9.1,22.7,0.490166666666667,0.0132833333333333,95.2220411714139
2006-07-05,0.0124999999999999,108,8.7,0,0.278833333333333,0.00315,9.1,22.7,0.490166666666667,0.0132833333333333,95.2121098316602
2006-07-05,0.0124999999999999,109,8.8,0,0.278833333333333,0.00315,9.1,22.7,0.490166666666667,0.0132833333333333,95.2220745517503
2006-07-05,0.01,105.047619047619,8.16190476190476,0,0.154,0.002,8.25714285714286,13.9904761904762,0.42,0.0097,55.0989487726689
2006-07-05,0.0124999999999999,108,8.9,0,0.278833333333333,0.00315,9.2,22.6,0.490166666666667,0.0132833333333333,95.2299995331602
2006-07-05,0.0124999999999999,108,8.9,0,0.278833333333333,0.00315,9.2,22.6,0.490166666666667,0.0132833333333333,95.2299995331602
2006-07-05,0.0124999999999999,106,10.7,0,0.278833333333333,0.00315,9.5,18.9,0.490166666666667,0.0132833333333333,95.1943211594059
2006-07-05,0.0124999999999999,105,9.9,0,0.278833333333333,0.00315,9,16.4,0.490166666666667,0.0132833333333333,94.9407694852299
2006-07-05,0.0124999999999999,105,9.5,0,0.278833333333333,0.00315,8.4,14.1,0.490166666666667,0.0132833333333333,94.7350806106074
2006-07-05,0.0124999999999999,105,9.1,0,0.278833333333333,0.00315,8.1,11.5,0.490166666666667,0.0132833333333333,94.5234728019628
2006-07-05,0.013,105.047619047619,8.16190476190476,0,0.355,0.002,8.25714285714286,13.9904761904762,0.601,0.0083,116.342269209677
2006-07-05,0.0124999999999999,104,9.1,0,0.278833333333333,0.00315,8,10.7,0.490166666666667,0.0132833333333333,94.4702326598798
2006-07-05,0.0124999999999999,104,9.1,0,0.278833333333333,0.00315,8,9.9,0.490166666666667,0.0132833333333333,94.4211840023207
2006-07-05,0.0124999999999999,104,8.7,0,0.278833333333333,0.00315,7.9,9.4,0.490166666666667,0.0132833333333333,94.3466451281438
2006-07-05,0.0124999999999999,104,8.1,0,0.278833333333333,0.00315,7.7,9,0.490166666666667,0.0132833333333333,94.254216552467
2006-07-05,0.011,105.047619047619,8.16190476190476,0,0.422,0.0024,8.25714285714286,13.9904761904762,0.581,0.0107,136.553862614468
2006-07-05,0.0124999999999999,103,7.8,0,0.278833333333333,0.00315,7.7,8.7,0.490166666666667,0.0132833333333333,94.2059959062848
2006-07-05,0.0124999999999999,104,7.4,0,0.278833333333333,0.00315,7.6,8.5,0.490166666666667,0.0132833333333333,94.149883659029
2006-07-05,0.0124999999999999,103,7.3,0,0.278833333333333,0.00315,7.5,8.4,0.490166666666667,0.0132833333333333,94.1296297525565
2006-07-05,0.0124999999999999,103,6.7,0,0.278833333333333,0.00315,7.4,8.2,0.490166666666667,0.0132833333333333,94.053621445457
2006-07-05,0.0124999999999999,102,5.7,0,0.278833333333333,0.00315,7.3,8.1,0.490166666666667,0.0132833333333333,93.9439854812011
2006-07-05,0.01,105.047619047619,8.16190476190476,0,0.318,0.0036,8.25714285714286,13.9904761904762,0.503,0.0201,107.685112346126
2006-07-05,0.0124999999999999,102,4.9,0,0.278833333333333,0.00315,7.3,8,0.490166666666667,0.0132833333333333,93.8584036809766
2006-07-05,0.0124999999999999,103,4.5,0,0.278833333333333,0.00315,7.2,8,0.490166666666667,0.0132833333333333,93.8145535981106
2006-07-05,0.021,105.047619047619,8.16190476190476,0,0.268,0.0069,8.25714285714286,13.9904761904762,0.434,0.0241,97.0660095208266
2006-08-08,0.0125,113,9.7,0,0.197166666666667,0.0033666666666666,9.3,23.1,0.427,0.0105833333333333,69.8695621236152
2006-08-08,0.01,108.047619047619,8.24285714285714,0,0.02,0.0069,7.91904761904762,15.1333333333333,0.218,0.0089,14.3035317809506
2006-08-08,0.0125,112,9.8,0,0.197166666666667,0.0033666666666666,9.4,23,0.427,0.0105833333333333,69.8774871050251
2006-08-08,0.0125,113,9.9,0,0.197166666666667,0.0033666666666666,9.4,22.8,0.427,0.0105833333333333,69.8751896607254
2006-08-08,0.0125,113,9.9,0,0.197166666666667,0.0033666666666666,9.4,22.7,0.427,0.0105833333333333,69.8690585785305
2006-08-08,0.01,108.047619047619,8.24285714285714,0,0.02,0.002,7.91904761904762,15.1333333333333,0.318,0.0076,14.0627260342014
2006-08-08,0.0125,113,10.1,0,0.197166666666667,0.0033666666666666,9.4,22.7,0.427,0.0105833333333333,69.888921258038
2006-08-08,0.0125,113,10.1,0,0.197166666666667,0.0033666666666666,9.4,22.7,0.427,0.0105833333333333,69.888921258038
2006-08-08,0.0125,112,10.6,0,0.197166666666667,0.0033666666666666,9.4,22.4,0.427,0.0105833333333333,69.9201513298854
2006-08-08,0.0125,109,11.8,0,0.197166666666667,0.0033666666666666,9.2,19.9,0.427,0.0105833333333333,69.8776340026734
2006-08-08,0.0125,105,10.7,0,0.197166666666667,0.0033666666666666,8.5,17.5,0.427,0.0105833333333333,69.5920030420469
2006-08-08,0.0125,106,9.9,0,0.197166666666667,0.0033666666666666,7.7,15.1,0.427,0.0105833333333333,69.3321748981761
2006-08-08,0.01,108.047619047619,8.24285714285714,0,0.215,0.002,7.91904761904762,15.1333333333333,0.506,0.0072,72.9172661479857
2006-08-08,0.0125,106,9.4,0,0.197166666666667,0.0033666666666666,7.4,13.4,0.427,0.0105833333333333,69.1658154895318
2006-08-08,0.0125,106,8.7,0,0.197166666666667,0.0033666666666666,7.1,11.5,0.427,0.0105833333333333,68.9673312369903
2006-08-08,0.0125,106,8.3,0,0.197166666666667,0.0033666666666666,7.1,10.9,0.427,0.0105833333333333,68.8908193848062
2006-08-08,0.0125,106,7.6,0,0.197166666666667,0.0033666666666666,6.9,9.9,0.427,0.0105833333333333,68.7516729762063
2006-08-08,0.0125,105,7,0,0.197166666666667,0.0033666666666666,6.8,9.3,0.427,0.0105833333333333,68.6511069599908
2006-08-08,0.01,108.047619047619,8.24285714285714,0,0.385,0.002,7.91904761904762,15.1333333333333,0.567,0.0094,124.777374024529
2006-08-08,0.0125,105,6.6,0,0.197166666666667,0.0033666666666666,6.8,8.9,0.427,0.0105833333333333,68.5868572721964
2006-08-08,0.0125,105,6.1,0,0.197166666666667,0.0033666666666666,6.7,8.7,0.427,0.0105833333333333,68.5207803048505
2006-08-08,0.0125,105,5.3,0,0.197166666666667,0.0033666666666666,6.6,8.5,0.427,0.0105833333333333,68.4249093182436
2006-08-08,0.0125,105,4.6,0,0.197166666666667,0.0033666666666666,6.6,8.4,0.427,0.0105833333333333,68.3492588577727
2006-08-08,0.01,108.047619047619,8.24285714285714,0,0.322,0.002,7.91904761904762,15.1333333333333,0.528,0.01,105.949612535473
2006-08-08,0.0125,105,3.8,0,0.197166666666667,0.0033666666666666,6.6,8.2,0.427,0.0105833333333333,68.2575459753533
2006-08-08,0.0125,106,3.2,0,0.197166666666667,0.0033666666666666,6.6,8.2,0.427,0.0105833333333333,68.1979913171675
2006-08-08,0.025,108.047619047619,8.24285714285714,0,0.221,0.0053,7.91904761904762,15.1333333333333,0.425,0.0204,83.0624015768216
2006-09-05,0.01,109.5,6.2085,0,0.02,0.002,8.21,14.51,0.279,0.0092,14.2339288937445
2006-09-05,0.0105,114,9.3,0,0.224833333333333,0.0028666666666666,9.6,22.1,0.440166666666667,0.0142166666666666,78.6048891173603
2006-09-05,0.0105,114,9.2,0,0.224833333333333,0.0028666666666666,9.6,21.9,0.440166666666667,0.0142166666666666,78.5826956132168
2006-09-05,0.0105,114,9.3,0,0.224833333333333,0.0028666666666666,9.6,21.7,0.440166666666667,0.0142166666666666,78.5803647885808
2006-09-05,0.0105,114,9.2,0,0.224833333333333,0.0028666666666666,9.6,21.6,0.440166666666667,0.0142166666666666,78.5643023666322
2006-09-05,0.01,109.5,6.2085,0,0.02,0.002,8.21,14.51,0.343,0.0127,15.4189308357457
2006-09-05,0.0105,114,9.5,0,0.224833333333333,0.0028666666666666,9.7,21.3,0.440166666666667,0.0142166666666666,78.5798612434962
2006-09-05,0.0105,113,9.5,0,0.224833333333333,0.0028666666666666,9.6,21,0.440166666666667,0.0142166666666666,78.5572765123876
2006-09-05,0.0105,110,10.1,0,0.224833333333333,0.0028666666666666,9.4,19.6,0.440166666666667,0.0142166666666666,78.5226130507971
2006-09-05,0.0105,108,9.6,0,0.224833333333333,0.0028666666666666,8.8,17.4,0.440166666666667,0.0142166666666666,78.313057157943
2006-09-05,0.0105,108,8.7,0,0.224833333333333,0.0028666666666666,8,15.8,0.440166666666667,0.0142166666666666,78.0923129515411
2006-09-05,0.0105,107,7.6,0,0.224833333333333,0.0028666666666666,7.7,14.2,0.440166666666667,0.0142166666666666,77.8724632062331
2006-09-05,0.01,109.5,6.2085,0,0.293,0.002,8.21,14.51,0.51,0.0083,96.460963296682
2006-09-05,0.0105,108,5.8,0,0.224833333333333,0.0028666666666666,7.5,11.6,0.440166666666667,0.0142166666666666,77.5260081255606
2006-09-05,0.0105,108,4.4,0,0.224833333333333,0.0028666666666666,7.4,10.5,0.440166666666667,0.0142166666666666,77.3153693606774
2006-09-05,0.0105,106,4.6,0,0.224833333333333,0.0028666666666666,7.4,9.9,0.440166666666667,0.0142166666666666,77.2983787863427
2006-09-05,0.0105,107,4.3,0,0.224833333333333,0.0028666666666666,7.3,9.4,0.440166666666667,0.0142166666666666,77.233804632256
2006-09-05,0.0105,107,3.6,0,0.224833333333333,0.0028666666666666,7.3,9.2,0.440166666666667,0.0142166666666666,77.1520230895902
2006-09-05,0.01,109.5,6.2085,0,0.4,0.002,8.21,14.51,0.542,0.0094,129.003453247582
2006-09-05,0.0105,106,3.1,0,0.224833333333333,0.0028666666666666,7.2,8.9,0.440166666666667,0.0142166666666666,77.0797816597131
2006-09-05,0.0105,106,2.8,0,0.224833333333333,0.0028666666666666,7.2,8.8,0.440166666666667,0.0142166666666666,77.0438565582571
2006-09-05,0.0105,107,1.9,0,0.224833333333333,0.0028666666666666,7.1,8.6,0.440166666666667,0.0142166666666666,76.9380876122328
2006-09-05,0.0105,110,0.95,0,0.224833333333333,0.0028666666666666,7.1,8.4,0.440166666666667,0.0142166666666666,76.831577861192
2006-09-05,0.01,109.5,6.2085,0,0.361,0.002,8.21,14.51,0.556,0.0094,117.316162967493
2006-09-05,0.0105,109,0.72,0,0.224833333333333,0.0028666666666666,7.1,8.3,0.440166666666667,0.0142166666666666,76.8025713172272
2006-09-05,0.013,109.5,6.2085,0,0.255,0.0072,8.21,14.51,0.411,0.0363,94.2139492621249
2006-10-03,0.01,107.363636363636,5.57363636363636,0,0.02,0.002,7.59090909090909,13.4363636363636,0.186,0.008,13.5247083052114
2006-10-03,0.022,109,9.3,0,0.0696666666666666,0.0057666666666666,8.8,18.2,0.304,0.0320666666666666,40.2848897603857
2006-10-03,0.022,108,9,0,0.0696666666666666,0.0057666666666666,8.9,18.2,0.304,0.0320666666666666,40.2592204649758
2006-10-03,0.022,108,8.9,0,0.0696666666666666,0.0057666666666666,8.9,18.2,0.304,0.0320666666666666,40.249289125222
2006-10-03,0.022,108,9,0,0.0696666666666666,0.0057666666666666,8.8,18.2,0.304,0.0320666666666666,40.2550623607882
2006-10-03,0.01,107.363636363636,5.57363636363636,0,0.02,0.002,7.59090909090909,13.4363636363636,0.233,0.0099,14.1935667957141
2006-10-03,0.022,108,8.9,0,0.0696666666666666,0.0057666666666666,8.8,18.2,0.304,0.0320666666666666,40.2451310210345
2006-10-03,0.022,109,9.1,0,0.0696666666666666,0.0057666666666666,8.8,18.1,0.304,0.0320666666666666,40.2588959986834
2006-10-03,0.022,109,9.1,0,0.0696666666666666,0.0057666666666666,8.9,18.1,0.304,0.0320666666666666,40.263054102871
2006-10-03,0.022,109,9.2,0,0.0696666666666666,0.0057666666666666,8.9,18,0.304,0.0320666666666666,40.2668543604298
2006-10-03,0.022,109,9.1,0,0.0696666666666666,0.0057666666666666,8.8,18,0.304,0.0320666666666666,40.2527649164886
2006-10-03,0.022,106,7.7,0,0.0696666666666666,0.0057666666666666,7.3,16.4,0.304,0.0320666666666666,39.9531571409962
2006-10-03,0.01,107.363636363636,5.57363636363636,0,0.02,0.002,7.59090909090909,13.4363636363636,0.24,0.0108,14.4785514176813
2006-10-03,0.022,104,6,0,0.0696666666666666,0.0057666666666666,6.9,13.6,0.304,0.0320666666666666,39.5959548863034
2006-10-03,0.022,104,5.2,0,0.0696666666666666,0.0057666666666666,6.8,11.5,0.304,0.0320666666666666,39.3835933379935
2006-10-03,0.022,104,4.2,0,0.0696666666666666,0.0057666666666666,6.7,10.5,0.304,0.0320666666666666,39.21881101432
2006-10-03,0.022,103,4,0,0.0696666666666666,0.0057666666666666,6.7,9.9,0.304,0.0320666666666666,39.1621284613069
2006-10-03,0.01,107.363636363636,5.57363636363636,0,0.23,0.002,7.59090909090909,13.4363636363636,0.623,0.0377,86.4478084466201
2006-10-03,0.022,103,3.4,0,0.0696666666666666,0.0057666666666666,6.6,9.5,0.304,0.0320666666666666,39.0738579898175
2006-10-03,0.022,104,2.7,0,0.0696666666666666,0.0057666666666666,6.6,9.2,0.304,0.0320666666666666,38.9859787452933
2006-10-03,0.022,104,2.3,0,0.0696666666666666,0.0057666666666666,6.6,9,0.304,0.0320666666666666,38.9339912218887
2006-10-03,0.022,104,1.8,0,0.0696666666666666,0.0057666666666666,6.6,8.9,0.304,0.0320666666666666,38.8782034409253
2006-10-03,0.022,107,1.2,0,0.0696666666666666,0.0057666666666666,6.6,8.7,0.304,0.0320666666666666,38.8064533790225
2006-10-03,0.029,107.363636363636,5.57363636363636,0,0.108,0.0112,7.59090909090909,13.4363636363636,0.307,0.0426,56.4276034743542
2006-10-03,0.022,108,0.95,0,0.0696666666666666,0.0057666666666666,6.6,8.5,0.304,0.0320666666666666,38.7693962455848
2006-10-03,0.022,115,0.84,0,0.0696666666666666,0.0057666666666666,6.7,8.4,0.304,0.0320666666666666,38.7567324562031
2006-10-03,0.063,107.363636363636,5.57363636363636,0,0.02,0.0154,7.59090909090909,13.4363636363636,0.235,0.0834,52.3622790655531
2006-10-03,0.022,119,0.73,0,0.0696666666666666,0.0057666666666666,6.7,8.3,0.304,0.0320666666666666,38.7398104216248
2006-11-08,0.0306666666666666,108,9.4,13,0.0586666666666666,0.0048833333333333,7.7,12.7,0.318833333333333,0.0368,40.655328660875
2006-11-08,0.01,108.136363636364,8.41818181818182,13,0.055,0.002,7.56363636363636,12.2909090909091,0.299,0.0143,26.3812353833049
2006-11-08,0.0306666666666666,108,9.2,13,0.0586666666666666,0.0048833333333333,7.7,12.7,0.318833333333333,0.0368,40.6354659813676
2006-11-08,0.0306666666666666,108,9.2,13,0.0586666666666666,0.0048833333333333,7.7,12.7,0.318833333333333,0.0368,40.6354659813676
2006-11-08,0.0306666666666666,108,9.1,13,0.0586666666666666,0.0048833333333333,7.7,12.6,0.318833333333333,0.0368,40.619403559419
2006-11-08,0.0306666666666666,108,9.1,13,0.0586666666666666,0.0048833333333333,7.7,12.6,0.318833333333333,0.0368,40.619403559419
2006-11-08,0.01,108.136363636364,8.41818181818182,13,0.053,0.002,7.56363636363636,12.2909090909091,0.27,0.0128,25.2692529271665
2006-11-08,0.0306666666666666,108,9,13,0.0586666666666666,0.0048833333333333,7.7,12.5,0.318833333333333,0.0368,40.6033411374704
2006-11-08,0.0306666666666666,108,8.9,13,0.0586666666666666,0.0048833333333333,7.7,12.5,0.318833333333333,0.0368,40.5934097977167
2006-11-08,0.0306666666666666,108,8.9,13,0.0586666666666666,0.0048833333333333,7.7,12.5,0.318833333333333,0.0368,40.5934097977167
2006-11-08,0.0306666666666666,108,9,13,0.0586666666666666,0.0048833333333333,7.7,12.5,0.318833333333333,0.0368,40.6033411374704
2006-11-08,0.0306666666666666,108,8.9,13,0.0586666666666666,0.0048833333333333,7.6,12.5,0.318833333333333,0.0368,40.5892516935292
2006-11-08,0.01,108.136363636364,8.41818181818182,13,0.057,0.002,7.56363636363636,12.2909090909091,0.281,0.0163,27.5453746150596
2006-11-08,0.0306666666666666,108,8.9,13,0.0586666666666666,0.0048833333333333,7.6,12.5,0.318833333333333,0.0368,40.5892516935292
2006-11-08,0.0306666666666666,108,8.9,13,0.0586666666666666,0.0048833333333333,7.6,12.5,0.318833333333333,0.0368,40.5892516935292
2006-11-08,0.0306666666666666,108,8.8,13,0.0586666666666666,0.0048833333333333,7.6,12.5,0.318833333333333,0.0368,40.5793203537755
2006-11-08,0.0306666666666666,107,8.8,13,0.0586666666666666,0.0048833333333333,7.6,12.5,0.318833333333333,0.0368,40.5792869734391
2006-11-08,0.0306666666666666,108,8.8,13,0.0586666666666666,0.0048833333333333,7.6,12.5,0.318833333333333,0.0368,40.5793203537755
2006-11-08,0.01,108.136363636364,8.41818181818182,13,0.072,0.002,7.56363636363636,12.2909090909091,0.291,0.0143,31.4717366834507
2006-11-08,0.0306666666666666,107,8.8,13,0.0586666666666666,0.0048833333333333,7.6,12.4,0.318833333333333,0.0368,40.5731558912442
2006-11-08,0.0306666666666666,107,8.8,13,0.0586666666666666,0.0048833333333333,7.6,12.4,0.318833333333333,0.0368,40.5731558912442
2006-11-08,0.0306666666666666,107,8.8,13,0.0586666666666666,0.0048833333333333,7.5,12.4,0.318833333333333,0.0368,40.5689977870567
2006-11-08,0.0306666666666666,107,8.5,13,0.0586666666666666,0.0048833333333333,7.5,12.3,0.318833333333333,0.0368,40.5330726856007
2006-11-08,0.01,108.136363636364,8.41818181818182,13,0.09,0.0021,7.56363636363636,12.2909090909091,0.322,0.0181,38.0868347779061
2006-11-08,0.0306666666666666,108,8.2,13,0.0586666666666666,0.0048833333333333,7.4,12.1,0.318833333333333,0.0368,40.4868917780986
2006-11-08,0.0306666666666666,110,4.5,13,0.0586666666666666,0.0048833333333333,7,11.1,0.318833333333333,0.0368,40.0415557291853
2006-11-08,0.134,108.136363636364,8.41818181818182,13,0.025,0.0192,7.56363636363636,12.2909090909091,0.45,0.145,94.408007641374
2006-11-08,0.0306666666666666,114,2.7,13,0.0586666666666666,0.0048833333333333,6.9,9.4,0.318833333333333,0.0368,39.7545386334635
2006-12-05,0.0249999999999999,104,8.5,1,0.245166666666667,0.0113833333333333,7.2,8.7,0.443666666666667,0.025,91.41785308921
