CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L),WQI
8/5/98,0.01,108,9.5,1,0.021,0.002,9.1,24.3,0.229,0.0054,14.25267576
8/5/98,0.01,109,10.5,1,0.026,0.002,9.2,23.4,0.233,0.0059,15.96167264
8/5/98,0.016166667,110,10.9,1,0.199833333,0.002,9.3,23,0.407833333,0.0074,70.87259437
8/5/98,0.016166667,106,12.2,1,0.199833333,0.002,9.3,19,0.407833333,0.0074,70.75632498
8/5/98,0.016166667,106,11.3,1,0.199833333,0.002,9.1,17.8,0.407833333,0.0074,70.58505372
8/5/98,0.016166667,105,10.3,1,0.199833333,0.002,8.3,15.9,0.407833333,0.0074,70.33595155
8/5/98,0.01,104,8.3,1,0.288,0.002,7.6,13.9,0.509,0.0068,94.65105853
8/5/98,0.016166667,103,7,1,0.199833333,0.002,7.4,11.8,0.407833333,0.0074,69.71935327
8/5/98,0.016166667,103,6,1,0.199833333,0.002,7.3,11,0.407833333,0.0074,69.56683311
8/5/98,0.016166667,103,5.6,1,0.199833333,0.002,7.3,10.3,0.407833333,0.0074,69.48419018
8/5/98,0.016166667,102,5.5,1,0.199833333,0.002,7.3,9.7,0.407833333,0.0074,69.43743896
8/5/98,0.01,102,4.8,1,0.345,0.002,7.3,9.4,0.504,0.0063,110.9784916
8/5/98,0.016166667,102,4.4,1,0.199833333,0.002,7.3,9,0.407833333,0.0074,69.28527665
8/5/98,0.016166667,102,4.1,1,0.199833333,0.002,7.3,8.7,0.407833333,0.0074,69.23708939
8/5/98,0.016,108,0.63,1,0.276,0.002,7.2,8.3,0.484,0.0084,92.15546718
8/5/98,0.041,108,0.55,1,0.243,0.002,7.2,8.3,0.488,0.0116,90.71383666
9/8/98,0.01,108,9.2,0,0.02,0.002,8.7,22.5,0.2,0.005,13.6146309
9/8/98,0.039833333,109,9,0,0.167833333,0.0039,8.7,22.6,0.391666667,0.023616667,72.99166671
9/8/98,0.039833333,109,8.9,0,0.167833333,0.0039,8.7,22.5,0.391666667,0.023616667,72.97560428
9/8/98,0.039833333,109,8.8,0,0.167833333,0.0039,8.7,22.5,0.391666667,0.023616667,72.96567295
9/8/98,0.01,109,9,0,0.02,0.002,8.6,22.5,0.19,0.005,13.56978079
9/8/98,0.039833333,110,9,0,0.167833333,0.0039,8.6,22.4,0.391666667,0.023616667,72.97527982
9/8/98,0.039833333,110,9,0,0.167833333,0.0039,8.6,22.3,0.391666667,0.023616667,72.96914874
9/8/98,0.039833333,110,9,0,0.167833333,0.0039,8.6,22.1,0.391666667,0.023616667,72.95688657
9/8/98,0.039833333,108,9.2,0,0.167833333,0.0039,8.6,21,0.391666667,0.023616667,72.90924059
9/8/98,0.039833333,106,10.7,0,0.167833333,0.0039,8.3,18.9,0.391666667,0.023616667,72.91691688
9/8/98,0.039833333,105,10,0,0.167833333,0.0039,8,17.8,0.391666667,0.023616667,72.76744791
9/8/98,0.039833333,105,9.9,0,0.167833333,0.0039,7.9,17.5,0.391666667,0.023616667,72.73496522
9/8/98,0.039833333,104,9.5,0,0.167833333,0.0039,7.7,16.5,0.391666667,0.023616667,72.62557945
9/8/98,0.039833333,104,8.9,0,0.167833333,0.0039,7.5,15.6,0.391666667,0.023616667,72.50249546
9/8/98,0.01,104,9.3,0,0.164,0.002,7.8,16,0.354,0.0056,56.95094096
9/8/98,0.039833333,103,7.6,0,0.167833333,0.0039,7.3,14.1,0.391666667,0.023616667,72.27307222
9/8/98,0.039833333,103,6.3,0,0.167833333,0.0039,7.2,13.1,0.391666667,0.023616667,72.07849588
9/8/98,0.039833333,103,5.7,0,0.167833333,0.0039,7.2,12.6,0.391666667,0.023616667,71.98825243
9/8/98,0.039833333,103,5.4,0,0.167833333,0.0039,7.2,11.9,0.391666667,0.023616667,71.91554084
9/8/98,0.039833333,103,5,0,0.167833333,0.0039,7.2,11.5,0.391666667,0.023616667,71.85129115
9/8/98,0.039833333,104,2.8,0,0.167833333,0.0039,7.1,10.8,0.391666667,0.023616667,71.58575937
9/8/98,0.039833333,103,3.1,0,0.167833333,0.0039,7.1,10.4,0.391666667,0.023616667,71.59099568
9/8/98,0.039833333,102,3.6,0,0.167833333,0.0039,7.2,10,0.391666667,0.023616667,71.62025278
9/8/98,0.039833333,103,3,0,0.167833333,0.0039,7.1,9.7,0.391666667,0.023616667,71.53814677
9/8/98,0.01,103,2.6,0,0.36,0.002,7.2,9.5,0.511,0.005,114.892243
9/8/98,0.039833333,102,2.4,0,0.167833333,0.0039,7.1,9.4,0.391666667,0.023616667,71.4601321
9/8/98,0.076,110,0.47,0,0.254,0.0026,7.1,8.5,0.499,0.0191,106.8166887
9/8/98,0.123,111,0.33,0,0.189,0.0128,7.1,8.5,0.596,0.102,126.6252135
10/7/98,0.021,110,9.5,1,0.02,0.002,8.6,17.9,0.237,0.0068,17.28107542
10/7/98,0.018,110,9.4,1,0.02,0.002,8.6,17.7,0.237,0.0065,16.26748592
10/7/98,0.052833333,110,9.1,1,0.130666667,0.0036,8.5,17.6,0.3605,0.0155,62.91964202
10/7/98,0.052833333,110,9.2,1,0.130666667,0.0036,8.4,17.5,0.3605,0.0155,62.91928417
10/7/98,0.023,110,8.7,1,0.02,0.002,8.2,17.3,0.236,0.005,17.20620413
10/7/98,0.052833333,106,6.2,1,0.130666667,0.0036,7.3,15.3,0.3605,0.0155,62.44058751
10/7/98,0.052833333,105,5.4,1,0.130666667,0.0036,7.2,13.6,0.3605,0.0155,62.25271691
10/7/98,0.052833333,105,4,1,0.130666667,0.0036,7.1,12.9,0.3605,0.0155,62.06660247
10/7/98,0.052833333,105,2.9,1,0.130666667,0.0036,7,12.4,0.3605,0.0155,61.92254422
10/7/98,0.052833333,105,2.2,1,0.130666667,0.0036,7,11.6,0.3605,0.0155,61.80397618
10/7/98,0.052833333,104,1.8,1,0.130666667,0.0036,7,10.8,0.3605,0.0155,61.71516878
10/7/98,0.052833333,104,2.2,1,0.130666667,0.0036,7,10.5,0.3605,0.0155,61.7365009
10/7/98,0.052833333,104,1.8,1,0.130666667,0.0036,7,10.1,0.3605,0.0155,61.67225121
10/7/98,0.052833333,104,1.8,1,0.130666667,0.0036,7,9.9,0.3605,0.0155,61.65998904
10/7/98,0.022,104,1.5,1,0.384,0.002,7,9.6,0.586,0.0097,127.1646989
10/7/98,0.052833333,104,1,1,0.130666667,0.0036,7,8.9,0.3605,0.0155,61.5192275
10/7/98,0.052833333,108,0.3,1,0.130666667,0.0036,7,8.6,0.3605,0.0155,61.4314484
10/7/98,0.055,112,0.25,1,0.291,0.0033,7.1,8.3,0.494,0.0176,111.1369236
10/7/98,0.178,114,0.24,1,0.049,0.0103,7.2,8.3,0.373,0.0474,84.17410088
11/2/98,0.01,108,9.2,0,0.066,0.002,7.8,13.9,0.254,0.0088,28.1236603
11/2/98,0.01,107,9.1,0,0.058,0.002,7.8,13.7,0.258,0.008,25.46605586
11/2/98,0.01,107,9,0,0.06,0.002,7.7,13.7,0.249,0.0077,25.94390912
11/2/98,0.058666667,107,9.1,0,0.115666667,0.003616667,7.7,13.7,0.336,0.0149,59.66195507
11/2/98,0.058666667,107,9.1,0,0.115666667,0.003616667,7.7,13.7,0.336,0.0149,59.66195507
11/2/98,0.058666667,107,7.8,0,0.115666667,0.003616667,7.5,13.3,0.336,0.0149,59.50000712
11/2/98,0.058666667,104,2,0,0.115666667,0.003616667,7,12,0.336,0.0149,58.82339468
11/2/98,0.058666667,103,1.3,0,0.115666667,0.003616667,7,10.9,0.336,0.0149,58.68640002
11/2/98,0.058666667,104,0.74,0,0.115666667,0.003616667,7,10.3,0.336,0.0149,58.5940314
11/2/98,0.058666667,104,0.44,0,0.115666667,0.003616667,7,9.9,0.336,0.0149,58.53971306
11/2/98,0.01,106,0.24,0,0.34,0.002,7,9.7,0.473,0.007,109.1750167
11/2/98,0.058666667,105,0.21,0,0.115666667,0.003616667,7,9.5,0.336,0.0149,58.49238003
11/2/98,0.058666667,105,0.21,0,0.115666667,0.003616667,7,9.4,0.336,0.0149,58.48624894
11/2/98,0.058666667,107,0.21,0,0.115666667,0.003616667,7,9.2,0.336,0.0149,58.47405354
11/2/98,0.112,113,0.21,0,0.15,0.0046,7.1,8.5,0.4,0.0202,86.5101598
11/2/98,0.2,126,0.2,0,0.02,0.0091,7.2,8.3,0.382,0.0377,79.15765564
12/14/98,0.01,98.4,9.6,3,0.316,0.0085,7.5,8.8,0.446,0.0148,105.2253693
12/14/98,0.01,98.2,9.4,3,0.316,0.0083,7.6,8.8,0.455,0.0143,105.0758196
12/14/98,0.01,98.1,9.4,3,0.315,0.0083,7.6,8.7,0.469,0.0148,104.9486815
12/14/98,0.01,98,9.3,3,0.303,0.0085,7.6,8.7,0.439,0.0143,101.1232742
12/14/98,0.01,98,9.3,3,0.297,0.0081,7.6,8.7,0.422,0.0138,99.13025113
12/14/98,0.01,97.9,9.3,3,0.297,0.0081,7.6,8.7,0.439,0.0149,99.49617973
1/5/99,0.01,101,10.5,19,0.411,0.0092,7.7,7.3,0.556,0.0155,134.222211
1/5/99,0.01,103,10.3,19,0.406,0.0091,7.7,7.2,0.576,0.0152,132.6445657
1/5/99,0.01,104,10.3,19,0.42,0.0093,7.8,7.2,0.577,0.0159,137.0694653
1/5/99,0.01,104,10.1,19,0.422,0.0094,7.8,7.2,0.558,0.0164,137.7622227
1/5/99,0.01,104,10.1,19,0.416,0.0092,7.8,7.2,0.575,0.0151,135.6021979
1/5/99,0.01,104,10,19,0.412,0.0094,7.8,7.2,0.568,0.0151,134.3783739
2/3/99,0.01,97.1,12.2,15,0.536,0.0099,7.4,6.6,0.695,0.0158,172.2762712
2/3/99,0.01,97,12.1,15,0.538,0.0099,7.4,6.6,0.716,0.0167,173.181375
2/3/99,0.01,97.2,12.1,15,0.535,0.0098,7.4,6.6,0.697,0.0167,172.2392717
2/3/99,0.01,97.1,12,15,0.534,0.0099,7.4,6.6,0.665,0.0173,172.0436089
2/3/99,0.01,97.1,12,15,0.532,0.0097,7.4,6.6,0.655,0.0184,171.749962
2/3/99,0.01,97.2,12,15,0.535,0.0102,7.4,6.6,0.674,0.0158,171.9157822
3/2/99,0.01,98,9.5,0,0.564,0.0071,7.6,6.5,0.758,0.0156,180.4574154
3/2/99,0.015,98,9.2,0,0.561,0.0074,7.6,6.5,0.76,0.0151,180.8860336
3/2/99,0.01,95,9,0,0.573,0.0073,7.6,6.5,0.737,0.015,182.8898037
3/2/99,0.01,95,9.3,0,0.577,0.0073,7.5,6.5,0.751,0.0141,183.8759588
3/2/99,0.01,95,9.2,0,0.576,0.0073,7.5,6.5,0.765,0.0153,183.9553199
3/2/99,0.01,97,9,0,0.577,0.0071,7.2,6.5,0.74,0.0164,184.4993778
4/6/99,0.01,87.2,14,0,0.489,0.002,8.8,8.4,0.681,0.0114,157.0549201
4/6/99,0.01,87.3,13.8,0,0.493,0.002,8.8,8.1,0.734,0.0182,160.3718085
4/6/99,0.01,87.2,13.6,0,0.491,0.002,8.7,8,0.719,0.0154,158.8683287
4/6/99,0.01,87,13.2,0,0.492,0.002,8.5,7.8,0.695,0.0114,157.8566788
4/6/99,0.01,87.4,11.3,0,0.53,0.002,7.9,7,0.72,0.0113,169.0321889
4/6/99,0.01,87.6,11.1,0,0.543,0.002,7.8,6.9,0.704,0.0155,174.1359394
5/5/99,0.01,104,10.5,1,0.45,0.002,8.4,11.9,0.619,0.0059,143.4078307
5/5/99,0.01,103,11.5,1,0.459,0.002,8.4,11.5,0.6,0.0055,146.0265853
5/5/99,0.01,103,11.6,1,0.457,0.002,8.3,10.5,0.632,0.0067,145.79747
5/5/99,0.017,102,10.8,1,0.476,0.002,7.4,7.9,0.644,0.0059,153.1168504
5/5/99,0.023,102,9,1,0.459,0.0023,7.1,7.4,0.693,0.0148,152.3699005
5/5/99,0.024,102,9,1,0.451,0.0023,7.1,7.5,0.641,0.0101,148.7525961
6/8/99,0.01,111,10.37,0,0.399,0.002,8.2,15.9,0.589,0.008,128.8786417
6/8/99,0.01,111,10.46,0,0.396,0.002,8.2,15.8,0.612,0.0083,128.1182909
6/8/99,0.01,111,10.35,0,0.431666667,0.002,8.2,15.5,0.6065,0.007166667,138.4521072
6/8/99,0.01,111,10.13,0,0.431666667,0.002,8,14.7,0.6065,0.007166667,138.3728934
6/8/99,0.01,110,10.07,0,0.431666667,0.002,7.8,13.7,0.6065,0.007166667,138.2972742
6/8/99,0.01,109,10.31,0,0.422,0.002,7.7,12.8,0.6,0.0064,135.1137639
6/8/99,0.01,109,10.01,0,0.431666667,0.002,7.6,11.9,0.6065,0.007166667,138.1726063
6/8/99,0.01,108,9.4,0,0.469,0.002,7.3,9.5,0.61,0.0054,148.6447191
6/8/99,0.01,107,7.25,0,0.468,0.002,7.1,8.6,0.625,0.0062,148.3388755
6/8/99,0.01,106,5.87,0,0.436,0.002,6.8,8.5,0.603,0.0087,139.2748069
7/7/99,0.01,111,10.44,0,0.3,0.002,8.5,17.3,0.526,0.0292,105.4795565
7/7/99,0.01,111,10.36,0,0.294,0.002,8.5,17.4,0.518,0.0091,97.62001133
7/7/99,0.01,111,10.36,0,0.357666667,0.002,8.5,17.3,0.5635,0.011983333,117.7019581
7/7/99,0.01,111,10.33,0,0.357666667,0.002,8.5,17.3,0.5635,0.011983333,117.6989787
7/7/99,0.01,111,10.32,0,0.302,0.002,8.5,17.3,0.525,0.0061,99.12662675
7/7/99,0.01,111,10.29,0,0.357666667,0.002,8.5,17.2,0.5635,0.011983333,117.688875
7/7/99,0.01,109,9.55,0,0.357666667,0.002,7.7,12.5,0.5635,0.011983333,117.2938907
7/7/99,0.01,109,7.86,0,0.357666667,0.002,7.4,11.6,0.5635,0.011983333,117.058397
7/7/99,0.01,108,9.07,0,0.357666667,0.002,7.3,11,0.5635,0.011983333,117.1375882
7/7/99,0.01,107,7.2,0,0.488,0.002,7.2,9.5,0.67,0.005,154.1350828
7/7/99,0.01,106,3.44,0,0.382,0.002,6.9,8.6,0.566,0.0113,123.5248289
7/7/99,0.01,106,3.33,0,0.38,0.002,6.8,8.6,0.576,0.0112,122.8997207
8/3/99,0.01,108,10.48,0,0.11,0.002,8.9,22.8,0.365,0.0066,41.63144555
8/3/99,0.015333333,108,10.47,0,0.2915,0.002333333,8.9,22.7,0.596,0.041916667,108.8492312
8/3/99,0.015333333,108,10.37,0,0.2915,0.002333333,8.9,22.6,0.596,0.041916667,108.8331687
8/3/99,0.015333333,108,10.33,0,0.2915,0.002333333,8.9,22.5,0.596,0.041916667,108.8230651
8/3/99,0.01,108,10.78,0,0.111,0.002,8.9,21.9,0.758,0.123,77.69562778
8/3/99,0.015333333,106,11.46,0,0.2915,0.002333333,8.9,19.5,0.596,0.041916667,108.75129
8/3/99,0.015333333,105,10.8,0,0.2915,0.002333333,8.7,18.1,0.596,0.041916667,108.5915584
8/3/99,0.015333333,104,9.98,0,0.2915,0.002333333,8.4,16.9,0.596,0.041916667,108.4240408
8/3/99,0.015333333,103,9.02,0,0.2915,0.002333333,7.9,15.6,0.596,0.041916667,108.2281719
8/3/99,0.015333333,103,8.67,0,0.2915,0.002333333,7.7,15,0.596,0.041916667,108.1483096
8/3/99,0.021,103,8.11,0,0.377,0.002,7.5,14.2,0.588,0.0067,124.8233018
8/3/99,0.015333333,102,7.79,0,0.2915,0.002333333,7.4,13.6,0.596,0.041916667,107.9625709
8/3/99,0.015333333,102,7.33,0,0.2915,0.002333333,7.3,13.1,0.596,0.041916667,107.8820732
8/3/99,0.015333333,102,6.25,0,0.2915,0.002333333,7.3,11.6,0.596,0.041916667,107.6828485
8/3/99,0.015333333,101,6.04,0,0.2915,0.002333333,7.2,10.8,0.596,0.041916667,107.6087526
8/3/99,0.015333333,101,5.75,0,0.2915,0.002333333,7.2,10.4,0.596,0.041916667,107.5554274
8/3/99,0.01,101,4.63,0,0.458,0.002,7.1,10,0.629,0.0094,146.1297777
8/3/99,0.015333333,101,4.82,0,0.2915,0.002333333,7,9.6,0.596,0.041916667,107.405701
8/3/99,0.015333333,101,3.03,0,0.2915,0.002333333,6.9,9.3,0.596,0.041916667,107.2053787
8/3/99,0.015333333,100,4.07,0,0.2915,0.002333333,6.9,9.1,0.596,0.041916667,107.2963691
8/3/99,0.015333333,101,2.75,0,0.2915,0.002333333,6.9,8.9,0.596,0.041916667,107.1530466
8/3/99,0.017,102,1.82,0,0.354,0.002,6.8,8.8,0.503,0.0109,116.8114239
8/3/99,0.015333333,102,1.8,0,0.2915,0.002333333,6.8,8.8,0.596,0.041916667,107.0484431
8/3/99,0.024,102,1.74,0,0.339,0.004,6.7,8.8,0.733,0.0949,140.135347
9/8/99,0.01,121,9.8,3,0.02,0.002,9.1,19.9,0.274,0.0086,14.76827864
9/8/99,0.01,121,9.8,3,0.02,0.002,9.1,19.6,0.325,0.008,14.6760314
9/8/99,0.0285,121,9.7,3,0.156,0.004716667,9.1,19.5,0.437833333,0.025216667,66.51565675
9/8/99,0.0285,121,9.6,3,0.156,0.004716667,9,19.5,0.437833333,0.025216667,66.5015673
9/8/99,0.0285,120,9.2,3,0.156,0.004716667,9,19.4,0.437833333,0.025216667,66.45567748
9/8/99,0.0285,118,7.7,3,0.156,0.004716667,8.1,18.1,0.437833333,0.025216667,66.18951362
9/8/99,0.0285,118,7.4,3,0.156,0.004716667,7.9,17.6,0.437833333,0.025216667,66.12074798
9/8/99,0.034,117,7.2,3,0.243,0.002,7.8,17.1,0.463,0.0057,88.01177088
9/8/99,0.0285,117,6.5,3,0.156,0.004716667,7.6,15.9,0.437833333,0.025216667,65.91462983
9/8/99,0.0285,116,5.8,3,0.156,0.004716667,7.5,14.4,0.437833333,0.025216667,65.74895273
9/8/99,0.0285,116,5.5,3,0.156,0.004716667,7.3,14.3,0.437833333,0.025216667,65.70471142
9/8/99,0.0285,115,5.2,3,0.156,0.004716667,7.1,13.3,0.437833333,0.025216667,65.60525699
9/8/99,0.0285,115,4.2,3,0.156,0.004716667,7.1,12,0.437833333,0.025216667,65.42623953
9/8/99,0.0285,114,3.9,3,0.156,0.004716667,7,11.3,0.437833333,0.025216667,65.34933645
9/8/99,0.01,114,3.1,3,0.02,0.002,6.9,10.3,0.273,0.0072,12.99990453
9/8/99,0.0285,114,2.4,3,0.156,0.004716667,6.9,9.9,0.437833333,0.025216667,65.1103731
9/8/99,0.0285,113,2.9,3,0.156,0.004716667,6.9,9.6,0.437833333,0.025216667,65.14160317
9/8/99,0.0285,114,2,3,0.156,0.004716667,6.8,9.5,0.437833333,0.025216667,65.04196531
9/8/99,0.0285,113,2,3,0.156,0.004716667,6.8,9.3,0.437833333,0.025216667,65.02966976
9/8/99,0.053,115,0.49,3,0.318,0.0102,6.7,9.1,0.639,0.0673,134.020631
9/8/99,0.054,120,0.19,3,0.315,0.0101,6.7,8.9,0.653,0.0545,129.5604871
10/5/99,0.01,113,9.6,0,0.048,0.002,8.8,17.2,0.314,0.014,24.68722083
10/5/99,0.01,113,9.4,0,0.05,0.002,8.8,17.1,0.274,0.0101,24.00697247
10/5/99,0.0105,113,9.3,0,0.186,0.00285,8.8,17.1,0.399,0.012216667,65.91167806
10/5/99,0.0105,113,9.3,0,0.186,0.00285,8.8,17,0.399,0.012216667,65.90554698
10/5/99,0.0105,113,9,0,0.186,0.00285,8.7,16.9,0.399,0.012216667,65.86546378
10/5/99,0.0105,113,9.1,0,0.186,0.00285,8.7,16.9,0.399,0.012216667,65.87539511
10/5/99,0.01,113,9,0,0.063,0.002,8.7,16.9,0.299,0.0099,27.84839837
10/5/99,0.0105,113,9,0,0.186,0.00285,8.7,16.9,0.399,0.012216667,65.86546378
10/5/99,0.0105,113,9.1,0,0.186,0.00285,8.7,16.9,0.399,0.012216667,65.87539511
10/5/99,0.0105,113,8.2,0,0.186,0.00285,8.3,16.4,0.399,0.012216667,65.73872523
10/5/99,0.0105,112,5.2,0,0.186,0.00285,7.6,15.7,0.399,0.012216667,65.36872735
10/5/99,0.0105,109,2.8,0,0.186,0.00285,7.3,12.6,0.399,0.012216667,64.9277372
10/5/99,0.0105,109,2.3,0,0.186,0.00285,7.2,11.9,0.399,0.012216667,64.83100482
10/5/99,0.0105,109,1.8,0,0.186,0.00285,7.1,11,0.399,0.012216667,64.72201028
10/5/99,0.011,111,0.5,0,0.453,0.0057,7,10.5,0.625,0.0188,147.4048464
10/5/99,0.0105,109,0.42,0,0.186,0.00285,7,9.6,0.399,0.012216667,64.49496453
10/5/99,0.012,116,0.22,0,0.451,0.0034,7,9.2,0.604,0.0123,144.9728781
10/5/99,0.01,117,0.18,0,0.051,0.002,6.9,9.1,0.278,0.0082,22.25991027
11/2/99,0.015,107,8.6,0,0.161,0.0022,7.4,12.8,0.361,0.0115,59.05904388
11/2/99,0.017,107,8.5,0,0.158,0.0026,7.4,12.7,0.39,0.0146,59.73917844
11/2/99,0.016,107,8.4,0,0.159,0.0023,7.4,12.7,0.373,0.0109,58.57861022
11/2/99,0.039666667,107,7.9,0,0.182,0.004316667,7.4,12.7,0.4135,0.018466667,74.93062381
11/2/99,0.016,107,7.9,0,0.158,0.0022,7.4,12.7,0.389,0.0105,58.14053992
11/2/99,0.039666667,107,7.9,0,0.182,0.004316667,7.4,12.6,0.4135,0.018466667,74.92449273
11/2/99,0.039666667,107,7.8,0,0.182,0.004316667,7.4,12.6,0.4135,0.018466667,74.91456139
11/2/99,0.039666667,107,6.1,0,0.182,0.004316667,7.3,12.6,0.4135,0.018466667,74.74157051
11/2/99,0.039666667,107,1.8,0,0.182,0.004316667,7,11.1,0.4135,0.018466667,74.21008236
11/2/99,0.039666667,108,0.71,0,0.182,0.004316667,6.9,10.4,0.4135,0.018466667,74.05478845
11/2/99,0.061,109,0.33,0,0.269,0.0067,6.9,9.8,0.502,0.0232,108.1614019
11/2/99,0.113,115,0.24,0,0.187,0.0099,6.9,9.3,0.466,0.0401,104.1498153
12/7/99,0.032,116,8.5,4,0.286,0.0085,7.2,10.1,0.516,0.0177,103.7979882
12/7/99,0.032,116,8.4,4,0.292,0.0089,7.2,9.9,0.527,0.0177,105.6060886
12/7/99,0.031,116,8.3,4,0.288,0.0087,7.2,9.9,0.505,0.0162,103.5951062
12/7/99,0.028,116,8.6,4,0.278,0.0088,7.2,9.9,0.498,0.0168,99.88625251
12/7/99,0.018,116,8.7,4,0.257,0.0087,7.2,9.9,0.532,0.0237,92.72572041
12/7/99,0.022,116,8.8,4,0.271,0.0096,7.2,9.9,0.477,0.0167,95.93637537
1/5/00,0.01,109.5,9.72,4,0.43,0.0102,7.4,7.9,0.62,0.0158,140.1105725
1/5/00,0.01,109.5,9.45,4,0.414,0.0101,7.4,7.9,0.612,0.0161,135.3492245
1/5/00,0.01,109.5,9.46,4,0.413,0.0101,7.4,7.9,0.596,0.0162,135.0464566
1/5/00,0.01,109.6,9.12,4,0.417,0.0101,7.4,7.9,0.603,0.0192,137.1302585
1/5/00,0.01,109.6,9.65,4,0.423,0.0103,7.4,7.9,0.587,0.0198,139.1347096
1/5/00,0.01,109.6,9.57,4,0.415,0.0106,7.4,7.9,0.569,0.0182,136.2087557
2/8/00,0.01,102.2,11.99,5,0.452,0.0078,7.5,7,0.651,0.0166,147.1703923
2/8/00,0.01,102.2,11.86,5,0.446,0.0079,7.5,7,0.674,0.0172,145.5843831
2/8/00,0.01,102.3,11.65,5,0.45,0.0078,7.5,6.8,0.656,0.0177,146.8644175
2/8/00,0.01,102.3,11.38,5,0.451,0.0088,7.4,6.6,0.622,0.0162,146.6120548
2/8/00,0.01,102.3,11.33,5,0.439,0.0077,7.4,6.5,0.61,0.0157,142.8074164
2/8/00,0.01,102.3,11.24,5,0.443,0.0083,7.4,6.5,0.595,0.0151,143.7958326
3/7/00,0.017,103.4,10.85,1,0.453,0.0062,7.6,7.2,0.67,0.0145,148.8658839
3/7/00,0.023,104.1,10.72,1,0.451,0.0065,7.6,7,0.666,0.0165,150.6385325
3/7/00,0.019,104.4,10.62,1,0.452,0.0065,7.6,7,0.635,0.0211,151.0446136
3/7/00,0.016,103.8,10.49,1,0.457,0.0062,7.6,7,0.653,0.0149,149.803854
3/7/00,0.013,104.3,9.6,1,0.473,0.0089,7.4,6.6,0.622,0.0183,154.5773501
3/7/00,0.013,104,9.29,1,0.475,0.0089,7.4,6.6,0.621,0.0178,154.9951012
4/4/00,0.012,96.2,11.79,0,0.457,0.0033,7.8,10.7,0.625,0.0091,147.1302988
4/4/00,0.010333333,96.3,11.75,0,0.4765,0.00515,7.8,10.6,0.653666667,0.011716667,153.3458871
4/4/00,0.010333333,96.2,11.99,0,0.4765,0.00515,7.8,10,0.653666667,0.011716667,153.3329325
4/4/00,0.010333333,96.3,11.75,0,0.4765,0.00515,7.8,10.5,0.653666667,0.011716667,153.3397561
4/4/00,0.010333333,96,11.55,0,0.4765,0.00515,7.8,10.3,0.653666667,0.011716667,153.3076212
4/4/00,0.010333333,96.2,12.01,0,0.4765,0.00515,7.8,9.4,0.653666667,0.011716667,153.2981323
4/4/00,0.01,96.5,12.02,0,0.453,0.0028,7.8,9.3,0.642,0.0106,145.7448702
4/4/00,0.01,96.7,11.81,0,0.474,0.0039,7.7,8.2,0.645,0.0112,152.1610359
4/4/00,0.01,96.5,11.19,0,0.486,0.0058,7.5,7.5,0.675,0.0122,156.0391408
4/4/00,0.010333333,96.5,10.98,0,0.4765,0.00515,7.5,7.4,0.653666667,0.011716667,153.0607536
4/4/00,0.01,96.4,10.25,0,0.492,0.0067,7.4,7.2,0.663,0.0119,157.6214227
4/4/00,0.01,96.6,10.22,0,0.497,0.0084,7.4,7.2,0.672,0.0153,160.1812086
5/2/00,0.013,98.6,11.1,0,0.363,0.002,8.4,14.1,0.558,0.005,117.9687799
5/2/00,0.011666667,98.8,11.2,0,0.433166667,0.00235,8.4,13.7,0.629333333,0.007516667,139.5424032
5/2/00,0.011666667,98.5,11.6,0,0.433166667,0.00235,8.5,12.9,0.629333333,0.007516667,139.537228
5/2/00,0.011666667,98.4,11.8,0,0.433166667,0.00235,8.5,12.1,0.629333333,0.007516667,139.5080387
5/2/00,0.014,98.3,11.7,0,0.37,0.002,8.5,12,0.529,0.0057,120.4569418
5/2/00,0.011666667,98.4,12,0,0.433166667,0.00235,8.5,11.9,0.629333333,0.007516667,139.5156392
5/2/00,0.011666667,98.6,11.6,0,0.433166667,0.00235,8.3,11.5,0.629333333,0.007516667,139.44308
5/2/00,0.011666667,98.5,11.5,0,0.433166667,0.00235,8.2,11.3,0.629333333,0.007516667,139.416725
5/2/00,0.011666667,98.4,11.5,0,0.433166667,0.00235,8.2,11.1,0.629333333,0.007516667,139.4044595
5/2/00,0.011666667,98.3,11.5,0,0.433166667,0.00235,8.1,10.9,0.629333333,0.007516667,139.3880359
5/2/00,0.013,98.5,11.3,0,0.397,0.002,8,10.8,0.611,0.0059,128.3650172
5/2/00,0.011666667,98.2,11.1,0,0.433166667,0.00235,7.7,10,0.629333333,0.007516667,139.2764951
5/2/00,0.011666667,98.3,10.8,0,0.433166667,0.00235,7.5,9.6,0.629333333,0.007516667,139.2138639
5/2/00,0.011666667,98.1,10.5,0,0.433166667,0.00235,7.4,9.1,0.629333333,0.007516667,139.1492496
5/2/00,0.011666667,98.1,10.2,0,0.433166667,0.00235,7.4,8.9,0.629333333,0.007516667,139.1071935
5/2/00,0.01,97.9,10.3,0,0.466,0.002,7.4,8.7,0.677,0.0073,148.4981883
5/2/00,0.01,97.9,9.1,0,0.506,0.0023,7.2,7.8,0.712,0.0091,160.9498234
